"date","yday","bikes","cars","trucks","others","tempmin","tempmax","temp","humidity","tempdew","cloudiness","rain","sunshine","wind","windmax"
2021-01-01,0,2,3135,25,1,0.2,2.6,1.32,85,-0.93,99,1.2,50,1.38,3.7
2021-01-02,1,7,6593,32,10,1.6,4,2.63,72,-1.99,100,0,13,1.35,2.4
2021-01-03,2,0,3367,30,2,-0.4,1.2,0.19,94,-0.65,98,13.5,0,1.74,2.8
2021-01-04,3,0,2186,75,0,-0.6,-0.1,-0.37,97,-0.78,99,3.8,0,1.39,2.1
2021-01-05,4,3,2071,68,0,-0.6,0.5,-0.21,98,-0.46,98,5.3,0,1.42,2.1
2021-01-06,5,1,2022,97,0,-0.2,0.5,0.17,93,-0.84,97,4.5,0,3.02,4.6
2021-01-07,6,1,1908,76,4,-1.7,1.2,0,82,-2.75,98,0,20,2.21,3.8
2021-01-08,7,0,2169,92,0,-1.9,0.6,-0.46,91,-1.81,98,0.3,0,1.86,4.1
2021-01-09,8,0,2115,30,1,-1.1,0.2,-0.46,89,-2,97,1.4,0,3.07,4.7
2021-01-10,9,0,2302,18,0,-8.2,1.2,-2.69,84,-5.06,44,0,271,1.62,2.9
2021-01-11,10,2,1295,80,1,-0.4,3.2,1.51,77,-2.17,98,0,32,2.44,5.5
2021-01-12,11,0,1139,96,1,0.9,5.3,2.88,78,-0.69,86,1.4,5,5.72,8.6
2021-01-13,12,1,1213,82,2,0,2.8,1.97,76,-1.77,79,3.6,47,7.23,9.9
2021-01-14,13,0,1422,85,0,-1.3,0.2,-0.39,86,-2.48,97,0.3,0,4.31,8.8
2021-01-15,14,0,1593,78,3,-3.5,-0.6,-1.43,90,-2.93,99,1.1,0,3.03,4.7
2021-01-16,15,1,2455,29,1,-4.3,-1.1,-3.06,76,-6.64,99,0,0,1.87,3.6
2021-01-17,16,0,2900,19,2,-6.1,-1.4,-2.93,77,-6.49,98,0,61,1.61,3.2
2021-01-18,17,0,1553,82,0,-1.9,4.3,2.62,79,-0.72,94,0.1,92,4.46,6.8
2021-01-19,18,0,1007,87,1,2.2,8.4,4.57,77,0.92,96,3.7,0,6.23,10.5
2021-01-20,19,0,1461,103,2,4.8,9.2,6.92,64,0.5,100,0,153,5.94,10.2
2021-01-21,20,0,1145,97,1,5,10.2,7.17,66,1.15,94,2.6,69,4.45,9
2021-01-22,21,2,1408,93,2,0.5,9.7,5.57,75,1.48,93,2.6,12,4.04,8.8
2021-01-23,22,1,2294,30,1,-0.2,6.4,2.28,80,-1.04,95,0,85,1.85,4.3
2021-01-24,23,0,2331,32,2,-0.7,1.4,0.02,91,-1.33,98,1.1,0,2.23,4.8
2021-01-25,24,0,1750,84,0,-2.6,2.2,-0.4,80,-3.47,84,0,114,1.55,3
2021-01-26,25,0,1372,101,1,-1.4,1.8,0.45,82,-2.26,96,1,31,3.24,4.9
2021-01-27,26,3,1650,93,2,-2,4,1.68,76,-2.15,99,0,53,2.45,5.1
2021-01-28,27,1,1415,84,2,-0.4,4.6,2.38,90,0.83,97,6.7,0,2.39,5.8
2021-01-29,28,0,1334,86,2,-0.8,5.1,-0.05,94,-0.99,96,7.5,0,2.75,4.5
2021-01-30,29,0,1886,31,1,-2.8,1.2,-1.74,89,-3.3,99,3.9,0,2.35,4.7
2021-01-31,30,1,3551,20,4,-8.8,-2.5,-4.43,80,-7.47,65,0,462,1.74,3.5
2021-02-01,31,1,1684,93,2,-5.3,1.7,-1.52,83,-4.02,99,0,1,2.12,4.1
2021-02-02,32,0,1526,94,1,0.3,4.6,2.16,90,0.71,96,0.6,1,1.58,3.7
2021-02-03,33,0,1042,83,0,4.7,10.4,7.57,86,5.25,85,3.4,4,2.78,7.7
2021-02-04,34,0,1140,95,1,2.3,8,5.94,83,3.21,97,1.9,88,2.98,6.4
2021-02-05,35,0,1270,77,0,-0.2,2.1,1.06,99,0.9,99,2.5,0,2.8,5.1
2021-02-06,36,0,1286,28,0,-3.5,-0.3,-1.89,94,-2.66,97,2.3,0,3.59,4.6
2021-02-07,37,0,312,37,1,-8.2,-3.8,-6.69,89,-8.21,95,23.7,0,4.09,6
2021-02-08,38,0,357,41,1,-12,-8.4,-9.93,88,-11.56,95,17.5,0,2.41,4.4
2021-02-09,39,0,611,38,1,-17.4,-9.4,-12.58,85,-14.57,99,0.1,191,0.93,1.8
2021-02-10,40,0,802,62,1,-12.2,-5.8,-8.96,87,-10.69,91,0,0,1.68,3.2
2021-02-11,41,0,911,63,1,-11.7,-4.5,-6.62,85,-8.73,92,0,42,2.51,3.8
2021-02-12,42,0,1236,56,2,-14.5,-4.5,-9.7,87,-11.59,63,0.2,196,1.02,1.9
2021-02-13,43,0,1538,29,0,-18.2,-5.3,-12.11,83,-14.6,8,0,533,1.26,2.2
2021-02-14,44,0,1743,13,0,-18.1,-1.3,-10.25,78,-13.69,32,0,540,1.52,4.5
2021-02-15,45,0,947,79,0,-2.1,4.2,0.39,52,-9.1,97,1,0,5.97,10.7
2021-02-16,46,0,967,74,0,3.4,9,5.69,77,2.01,99,0,68,3.58,8.2
2021-02-17,47,0,1129,82,1,6,9,7.42,73,2.89,67,0.3,377,4.94,7.5
2021-02-18,48,2,1288,111,0,4.7,9.9,7.36,71,2.35,99,0.3,237,4.06,6.2
2021-02-19,49,5,1389,75,1,4.8,10.3,7.08,64,0.47,81,0.5,484,3.21,6.3
2021-02-20,50,23,1583,29,0,2.8,15.1,10.25,66,3.83,83,0,460,3.43,9
2021-02-21,51,77,1858,17,0,7.2,18.6,14.35,42,1.24,40,0,575,3.65,9.5
2021-02-22,52,17,1233,91,0,0.6,17.4,9.28,58,0.73,7,0,528,1.57,2.7
2021-02-23,53,20,1241,129,1,7.7,18.3,14.44,54,5.07,72,0,394,3.6,8.7
2021-02-24,54,45,1335,123,1,11.6,18.6,14.75,61,7.16,44,0,458,4.45,7.9
2021-02-25,55,39,1383,137,0,9.7,19.5,14.68,54,5.05,19,0,527,2.92,6.4
2021-02-26,56,0,1113,86,2,4.9,9.8,7.04,78,3.42,89,3.8,37,3.44,6.3
2021-02-27,57,2,1160,27,0,2.3,4.7,3.7,85,1.42,91,0,0,3.77,6.1
2021-02-28,58,7,1676,13,1,1.5,7.8,4.29,87,2.21,54,0,524,2.14,4.9
2021-03-01,59,8,1131,106,1,-0.1,7.1,2.72,89,1.07,74,0,389,1.48,2.5
2021-03-02,60,27,1284,124,2,-2.1,9.6,2.96,89,1.28,32,0,594,1.06,2.4
2021-03-03,61,35,1375,84,0,-1,16.9,7.96,63,0.3,43,0,483,2.24,4.7
2021-03-04,62,0,989,116,1,1.4,10,3.85,91,2.33,96,0,0,3.19,5.4
2021-03-05,63,1,1300,98,1,-3.1,3.6,0.52,81,-2.57,61,0.8,215,2.65,4.2
2021-03-06,64,2,1477,28,1,-5.6,4.5,0.58,72,-4,54,0,185,2.45,4.3
2021-03-07,65,2,1452,5,0,-1.8,2.8,1.76,69,-3.5,97,0,16,3.23,5.5
2021-03-08,66,3,1236,101,0,-0.9,4.4,1.57,69,-3.91,83,0.5,425,2.48,4.4
2021-03-09,67,0,1069,169,1,-0.9,4.9,2.48,69,-2.66,94,0,35,2.53,4
2021-03-10,68,1,1178,137,1,1.7,7,4.34,72,-0.51,98,0,179,2.29,5.5
2021-03-11,69,0,858,115,2,3.9,13.1,7.68,72,2.9,79,4.1,173,5.84,10.5
2021-03-12,70,4,1189,107,0,3.8,9.6,6.48,66,0.34,79,3.6,551,6.64,9.3
2021-03-13,71,0,814,22,0,3.9,7.5,5.76,73,1.16,76,9.9,114,7.59,12.2
2021-03-14,72,0,1041,25,0,4.2,7.1,5.21,69,-0.03,78,0.2,215,6.65,9.8
2021-03-15,73,0,985,111,0,1.9,7.3,4.47,77,0.77,86,2.7,297,5.1,8
2021-03-16,74,1,1245,161,1,1.9,5.7,3.53,74,-0.63,80,0.4,92,5.38,6.9
2021-03-17,75,1,1256,111,1,-0.4,4.7,2.18,78,-1.48,87,0.1,108,2.85,4.3
2021-03-18,76,0,1254,129,1,-2.8,5.2,1.27,85,-1.14,93,0.3,233,1.93,5
2021-03-19,77,0,1467,102,0,-2.6,4.5,0.55,84,-1.98,88,1.7,96,2.73,4.9
2021-03-20,78,2,1912,28,0,-7,3.9,-0.54,62,-7.67,71,0,368,1.93,5.6
2021-03-21,79,2,1465,13,0,3,6,4.5,74,0.17,96,0,58,6.82,9.3
2021-03-22,80,2,1398,113,1,2.2,8,4.73,69,-0.59,79,0,316,4.34,5.8
2021-03-23,81,2,1248,136,3,1.6,8.3,4.55,79,1.1,76,0,69,2.67,4.3
2021-03-24,82,57,1524,162,1,1.4,15.2,8.24,65,1.4,52,0,523,2.31,4.9
2021-03-25,83,35,1317,143,1,1.3,13.3,8.95,69,3.41,96,0,283,1.44,3.9
2021-03-26,84,101,1481,142,2,6.7,15.3,10.5,66,3.82,83,0.3,385,2.33,4.8
2021-03-27,85,0,957,29,0,2,9.9,6.15,70,0.91,66,3,375,4.87,9.3
2021-03-28,86,11,1584,12,0,2.4,11.8,7.85,60,0.51,90,0,101,3.99,5.7
2021-03-29,87,124,1442,147,3,10.2,20.1,14.52,42,1.48,91,0,444,4.03,8.5
2021-03-30,88,421,1792,153,4,7.7,21.3,15.3,37,0.01,15,0,731,2.85,5.6
2021-03-31,89,471,1913,143,1,4.1,23.3,14.18,47,1.85,22,0,733,1.62,2.6
2021-04-01,90,212,1583,131,3,6,18,11.21,63,4.21,72,0,300,3.71,7.9
2021-04-02,91,57,1676,7,0,3.4,8.4,5.14,76,1.19,89,0,197,4.68,8.2
2021-04-03,92,65,1589,27,0,3,10.1,5.88,64,-1.06,76,0,449,4.82,7
2021-04-04,93,13,1611,5,0,-1.1,8.4,3.98,67,-1.66,44,0,473,3.08,6.4
2021-04-05,94,0,774,14,0,-1.5,8,2.57,73,-1.86,80,5,114,5.55,8.4
2021-04-06,95,0,1017,131,1,-1,5,1.13,69,-4.08,66,1.9,368,5.33,7.4
2021-04-07,96,0,1186,154,2,-0.3,5.7,1.99,70,-2.95,66,0.8,473,5.56,7.8
2021-04-08,97,0,1331,137,2,1.2,5.1,2.86,64,-3.3,91,0,138,4.85,7.3
2021-04-09,98,15,1790,146,1,-0.7,12.1,6.49,56,-1.91,92,0,257,2.9,5.2
2021-04-10,99,0,1198,31,0,4.1,7.7,5.73,85,3.28,98,7,0,1.89,3.8
2021-04-11,100,31,1348,4,1,1.8,14.6,8.1,83,5.3,97,6.1,180,4.26,7.5
2021-04-12,101,0,1146,188,1,0.8,7.8,3.42,74,-1.01,75,2.5,339,3.98,6.3
2021-04-13,102,1,1179,196,2,0.5,7.2,3.35,71,-1.52,45,0,420,3.86,6.9
2021-04-14,103,0,1212,219,1,1,5.9,2.76,77,-0.89,56,0,308,3.01,3.9
2021-04-15,104,3,1289,200,2,-2.3,6.3,3.15,72,-1.73,93,0,124,2.23,3.8
2021-04-16,105,28,1485,192,1,1.6,9.9,5.45,60,-2.1,98,0,413,3.41,5
2021-04-17,106,15,1327,27,0,2.8,9,6.06,66,0.04,98,0,15,2.52,4.9
2021-04-18,107,51,1454,9,0,5.7,9.2,7.85,84,5.36,98,3.3,27,1.52,3.1
2021-04-19,108,15,1204,205,1,5.6,11.6,8.42,84,5.7,90,0,101,1.55,3.1
2021-04-20,109,169,1398,216,1,3.7,16.2,10.4,71,4.71,18,0,776,2.2,4.1
2021-04-21,110,145,1328,254,1,1.4,15.6,8.99,61,1.16,34,0,615,3.43,7.2
2021-04-22,111,7,1240,279,1,2.8,9.6,5.84,57,-2.06,72,0,299,5.88,7.8
2021-04-23,112,53,1391,181,2,3,11.6,6.75,62,-0.26,41,0,567,4.72,6.9
2021-04-24,113,89,1535,27,1,-0.7,10.2,5.5,68,-0.34,76,0,341,2.47,4.5
2021-04-25,114,107,2109,9,2,0.3,9.2,4.65,62,-2.35,40,0,472,3.25,5.5
2021-04-26,115,45,1219,168,0,-1.5,10.2,4.83,49,-5.64,24,0,693,1.97,4.1
2021-04-27,116,48,1423,193,2,-1.1,11.6,5.67,47,-5.48,31,0,844,3.03,6.3
2021-04-28,117,318,1508,214,2,1.1,18.1,10.22,45,-1.93,35,0,749,2.52,4.6
2021-04-29,118,1,1147,240,1,7.6,14.9,10.89,70,5.25,84,3.6,309,2.98,6
2021-04-30,119,11,1264,167,1,6.2,8.8,7.34,78,3.83,95,0.5,0,2.48,6.2
2021-05-01,120,139,1753,8,0,3,11.8,8.39,78,4.71,96,0.3,109,1.21,3.6
2021-05-02,121,23,1595,13,3,5.3,9.9,7.84,69,2.45,96,0,190,4.42,7.5
2021-05-03,122,23,1181,153,2,2.9,12.6,7.79,58,-0.5,83,0,580,3.48,7.5
2021-05-04,123,7,989,192,0,7.6,13.3,10.19,54,1.31,79,0.4,334,5.4,9.3
2021-05-05,124,2,1012,190,1,5.6,10.1,7.63,62,0.82,43,1.5,586,7.28,9.5
2021-05-06,125,12,1104,152,0,3.9,10.4,6.96,63,0.31,71,1.2,279,4.06,8.3
2021-05-07,126,6,1157,124,1,2.1,9.6,6.09,71,0.93,81,6.1,212,3.79,7.2
2021-05-08,127,242,1483,28,0,0,15.2,9.51,55,0.07,62,0,477,2.52,5.2
2021-05-09,128,1485,2532,6,2,10.1,26.8,19.32,44,6.42,71,0,800,4.15,6.9
2021-05-10,129,308,1496,213,1,14.2,27.3,20.57,50,9.16,93,0.2,455,3.1,6.3
2021-05-11,130,10,1293,193,3,12.4,15.1,14,84,11.35,100,1.1,16,2.83,4.1
2021-05-12,131,22,1270,185,1,10.6,13.2,12.25,88,10.38,96,5.8,0,3.27,5.6
2021-05-13,132,268,1747,29,1,9.3,15.4,11.87,78,7.84,100,0.9,94,2.42,5.1
2021-05-14,133,187,1656,112,1,8.6,14.8,11.76,81,8.44,90,0.4,214,1.88,4.7
2021-05-15,134,177,1819,27,1,6.3,16.5,11.47,74,6.64,83,8.7,394,2.5,5.2
2021-05-16,135,135,1837,16,0,8.3,16.1,12,69,6.22,80,1.7,486,3.15,5.5
2021-05-17,136,28,1158,174,0,8.1,16.2,12.14,67,6.02,82,0,480,2.47,5.4
2021-05-18,137,17,1293,209,1,8.4,13.5,10.7,79,7.12,95,7.1,142,2.41,5.1
2021-05-19,138,64,1332,151,3,7.1,14.9,11.06,73,6.08,86,2.7,383,2.72,5.4
2021-05-20,139,200,1512,203,0,6.8,16.9,11.87,66,5.09,78,0,438,2.8,5.1
2021-05-21,140,259,1737,156,0,10.3,18.9,14.43,52,4.24,60,0,547,4.19,7.6
2021-05-22,141,121,1533,19,1,7.9,13,11.13,71,5.92,85,3,391,4.22,7
2021-05-23,142,141,2304,8,1,9.3,14.8,11.25,67,5.15,91,0.5,258,3.44,5.5
2021-05-24,143,1374,4250,20,7,7.2,21.1,14.55,54,4.45,52,0,683,3.56,5.3
2021-05-25,144,27,1255,165,2,9.2,13.2,11,68,5.23,84,1.1,366,3.97,6
2021-05-26,145,42,1281,172,0,8.7,14.7,10.97,66,4.83,93,0.5,324,3.78,7.5
2021-05-27,146,11,1328,151,0,8.4,13.4,10.8,74,6.28,92,0.9,162,4.1,6.6
2021-05-28,147,172,1723,113,0,8.7,16.3,12.03,72,6.84,76,4,522,3.89,5.7
2021-05-29,148,521,1924,26,1,6.6,12.2,9.77,82,6.79,74,0,232,2.6,4.3
2021-05-30,149,1411,2963,15,2,5.2,18.8,12.7,71,6.82,45,0,648,1.76,3.3
2021-05-31,150,436,1613,146,0,5.5,19.4,13.57,57,3.83,17,0,943,1.72,2.8
2021-06-01,151,393,1743,143,1,5.3,22.5,15.7,59,7.02,64,0,832,1.77,3.3
2021-06-02,152,376,1719,144,0,12.8,24.8,18.52,57,9.22,80,0.7,694,3,6
2021-06-03,153,597,2020,143,0,14,27.5,20.81,55,10.69,99,0,500,2.35,4.9
2021-06-04,154,528,1892,97,1,16.4,25.6,21.27,64,14,94,0,442,1.95,4.8
2021-06-05,155,384,1776,33,4,15.2,23.1,18.71,84,15.94,95,30.8,126,1.53,6.5
2021-06-06,156,183,1687,6,0,15.8,17.8,16.64,93,15.42,98,7.8,0,2.96,4.3
2021-06-07,157,163,1424,140,0,14.2,18.6,15.9,87,13.62,98,0,1,2.22,3.5
2021-06-08,158,222,1474,142,3,12.1,21.9,17.48,80,13.83,73,0,390,1.55,3.3
2021-06-09,159,152,1518,138,6,13.6,23.6,19.03,71,13.28,67,0.1,600,2.2,5.2
2021-06-10,160,379,1724,150,6,12.8,24.1,19.58,70,13.45,56,0,801,1.98,4.9
2021-06-11,161,635,1917,124,0,11.1,25.7,19.77,65,12.36,49,0,741,2.25,4.7
2021-06-12,162,549,1943,26,0,14.9,20.7,18.31,69,12.32,95,0.2,188,3.85,7.5
2021-06-13,163,1192,2743,11,1,10.8,18.9,14.48,63,7.22,52,0,743,4.35,5.9
2021-06-14,164,409,1678,124,1,9.1,25.7,18.88,58,9.59,21,0,932,1.94,3.3
2021-06-15,165,360,1675,169,6,13,22.3,17.88,72,12.5,95,0,570,2.25,4.6
2021-06-16,166,417,1837,170,2,11.7,27.1,20.37,65,13.1,80,0,650,2.53,5.3
2021-06-17,167,359,1771,166,5,17.2,31.7,25.87,52,13.85,8,0,929,2.52,4.2
2021-06-18,168,493,1965,145,0,17,32.6,26.68,49,14.24,15,0,911,2.07,3.9
2021-06-19,169,834,2090,33,4,21.5,30.3,26.87,53,16.18,62,0,623,2.19,3.4
2021-06-20,170,720,2086,10,0,20.3,27.5,24.23,59,15.37,78,0,443,2.36,4.5
2021-06-21,171,162,1576,138,7,15.6,25.3,20.99,73,15.56,73,13.6,551,3.27,6.3
2021-06-22,172,241,1714,137,2,11.9,16.9,14.89,78,10.93,95,0.2,119,3.04,5
2021-06-23,173,234,1710,144,0,12.8,18.5,15.48,76,11.28,99,0,57,1.48,2.5
2021-06-24,174,217,1809,163,1,14.8,19.6,17.02,78,13.03,98,0,19,1.28,2.8
2021-06-25,175,305,1927,126,0,14.7,19.6,16.67,81,13.24,94,0.6,123,1.4,2.4
2021-06-26,176,1127,2424,23,4,10.1,23.9,18.19,58,8.79,64,0,819,1.57,2.5
2021-06-27,177,1324,2752,13,7,10.9,26.1,19.95,59,10.69,55,0,789,1.98,3.5
2021-06-28,178,319,2716,234,2,18.2,27.5,23.12,56,13.72,97,0.1,251,2.22,3.9
2021-06-29,179,104,2432,260,5,17.4,22.9,20.07,78,15.89,96,4.2,135,1.22,2.9
2021-06-30,180,124,2474,274,0,15.2,19.1,17.25,84,14.5,98,18.3,2,1.82,3.3
2021-07-01,181,62,2309,274,2,13.2,16.4,15.06,84,12.36,99,3.8,0,2.83,4.5
2021-07-02,182,285,2688,220,1,13.6,17.1,15.75,82,12.64,93,0,33,2.73,4.8
2021-07-03,183,1051,2739,24,1,11,23.5,17.9,69,11.64,41,0,676,1.72,2.8
2021-07-04,184,567,2452,13,2,13.3,24.3,18.81,71,13.04,77,6.3,422,1.85,3.1
2021-07-05,185,75,1724,122,1,13.9,21.9,17.9,78,13.74,92,2,244,1.52,4
2021-07-06,186,122,1974,134,1,16.7,24.7,19.95,74,14.94,83,4.4,337,2.88,5.4
2021-07-07,187,334,2333,181,0,15.5,24,19.7,64,12.28,84,0,262,2.23,4
2021-07-08,188,158,2002,177,2,13.7,23,18.94,75,14.31,89,0,54,1.71,3.7
2021-07-09,189,96,1891,106,1,14.3,17.5,15.6,91,14.18,93,22.3,0,2.68,5.1
2021-07-10,190,652,2493,26,4,13.2,22,17.61,77,13.29,85,0.2,291,1.47,2.8
2021-07-11,191,290,2230,13,1,12.9,24.2,19.24,75,14.41,79,0,232,2.02,3.9
2021-07-12,192,308,1749,114,0,15.2,25.4,20.89,72,15.25,66,0,660,1.82,3.4
2021-07-13,193,196,1524,118,2,15.5,26.7,21.89,67,14.99,81,0,438,1.81,2.9
2021-07-14,194,38,1185,100,1,16.3,21.6,19.38,82,16.14,77,8.9,247,2.4,5.5
2021-07-15,195,218,1471,109,0,12.2,24.3,19.28,70,13.36,52,0,553,1.82,2.9
2021-07-16,196,179,1503,85,2,16.8,22.3,19.24,83,16.31,85,0,315,3.55,5.5
2021-07-17,197,569,1910,21,3,16.4,26,20.73,71,14.82,62,0,583,4.58,5.9
2021-07-18,198,808,2171,14,5,15.2,24.8,19.9,70,13.95,33,0,644,3.7,4.9
2021-07-19,199,214,1389,109,0,14.5,20,16.78,67,10.4,95,0,181,3.38,4.6
2021-07-20,200,238,1671,135,4,13.8,19.3,15.95,68,10,95,0,140,2.53,4.1
2021-07-21,201,291,1839,101,0,15.5,20.1,17.7,70,11.96,99,0,6,1.75,3.6
2021-07-22,202,313,1990,114,2,15.9,21.8,18.74,68,12.65,95,0,31,1.2,2.8
2021-07-23,203,633,2677,108,0,12.3,22.9,17.73,71,11.86,35,0,710,1.46,2.9
2021-07-24,204,852,2684,27,3,11.9,28.8,20.88,61,12.29,42,0,564,2.22,4.3
2021-07-25,205,610,2793,15,3,17.7,26.1,22.47,63,14.78,80,0,495,1.85,3.7
2021-07-26,206,257,2218,132,1,15.9,27.3,22.28,63,14.2,86,0,535,2,4
2021-07-27,207,312,2752,135,0,17.1,26.2,21.65,59,12.99,69,0,602,2.43,4.3
2021-07-28,208,232,2377,109,2,17,23.8,19.85,65,12.85,80,0.6,586,3,6.3
2021-07-29,209,343,2665,115,1,15.8,21.2,18.76,57,9.66,62,0,480,4.19,7.4
2021-07-30,210,640,2744,95,9,14.4,25.7,20.23,52,9.96,78,0,749,3.28,5.6
2021-07-31,211,680,2685,18,2,14.8,21.1,18.78,56,9.85,59,0,375,3.75,6.3
2021-08-01,212,494,2983,15,8,13.2,21.7,17.05,69,11.08,81,0.2,173,2.4,4.8
2021-08-02,213,272,2478,145,0,13.2,20.8,16.62,66,9.88,81,0.4,487,2.78,5.5
2021-08-03,214,258,2629,147,1,11.4,19.8,16.16,69,10.32,93,0,121,1.46,2.8
2021-08-04,215,259,2639,128,0,13,20,16.92,72,11.63,85,0.1,247,1.35,2.9
2021-08-05,216,230,2537,131,5,14,19.8,16.82,79,12.99,97,1.1,116,1.56,3.3
2021-08-06,217,314,2495,105,3,11.6,23.5,17.31,77,12.95,66,1.5,350,2.16,5.3
2021-08-07,218,687,2879,27,1,14.5,22.3,18.39,70,12.71,72,0.6,436,2.6,5
2021-08-08,219,458,2939,15,2,15.4,21.6,17.7,62,10.28,83,0.7,239,3.87,5
2021-08-09,220,204,2410,139,3,13.9,22.3,17.52,64,10.4,86,0,309,3.01,5
2021-08-10,221,214,2399,163,4,13.4,22.6,17.09,71,11.51,71,4.7,374,2.6,5.3
2021-08-11,222,601,3246,165,2,9.9,23,17.1,69,10.71,30,0,361,1.76,3.4
2021-08-12,223,745,3193,188,1,13.5,27.1,20.75,59,11.66,66,0,644,2.43,3.9
2021-08-13,224,762,3002,142,4,15.1,29.5,22.73,60,13.86,85,0,480,2.52,5.1
2021-08-14,225,1421,3461,26,2,11.9,27.5,20.52,55,10.54,59,0,688,2.37,4.7
2021-08-15,226,1232,3458,17,5,12.4,25.9,20.1,59,11.18,82,0,587,2.17,3.5
2021-08-16,227,158,1963,147,0,12.5,20.9,17.5,66,10.81,66,3.4,331,4.47,7.7
2021-08-17,228,184,2082,158,4,12.1,17.3,14.48,65,7.82,93,0,149,6.08,7.7
2021-08-18,229,182,2449,131,4,12.7,19,15.83,69,9.98,84,0.2,58,3.83,5.7
2021-08-19,230,217,2471,153,1,15.9,19.5,17.57,70,11.91,93,0.1,17,3.64,5.5
2021-08-20,231,454,2769,162,1,15.2,21.6,17.83,65,11.06,89,0,213,2.93,4.4
2021-08-21,232,1272,3603,26,1,13.5,23.9,18.4,69,12.32,62,0,285,1.22,2.1
2021-08-22,233,160,2191,7,1,13.7,19.9,16.55,84,13.88,96,18.8,24,1.35,3.4
2021-08-23,234,165,1907,131,1,12.8,20.6,16.09,78,11.85,81,1.4,186,3.04,4.5
2021-08-24,235,501,2908,188,2,8.8,19.2,14.07,71,8.22,68,0,353,1.83,3.9
2021-08-25,236,509,2941,166,2,6.5,21.3,14.58,69,8.32,80,0,367,2.9,6.4
2021-08-26,237,169,2156,111,1,12.4,17.4,14.47,78,10.62,91,11.5,290,4.46,6.7
2021-08-27,238,135,2029,132,1,11.5,14.8,12.6,88,10.62,96,11.3,46,4.07,6.2
2021-08-28,239,469,2351,23,0,11.7,17.6,14.09,83,11.03,91,4.6,241,2.95,4.6
2021-08-29,240,91,1832,11,0,13.1,15.7,14.22,94,13.28,96,24.4,0,2.85,5
2021-08-30,241,39,1518,121,2,13.8,15.6,14.45,93,13.36,95,34.7,0,3.71,5.6
2021-08-31,242,222,2005,163,3,12.7,19.8,15.5,77,11.3,89,0,429,3.31,5.4
2021-09-01,243,374,2195,234,1,12.4,20.1,15.5,80,11.86,64,0,439,3.25,4.9
2021-09-02,244,567,2343,187,1,10,19.7,15.91,79,12.26,76,0,159,1.44,2.3
2021-09-03,245,875,2563,135,1,9.4,22.6,16.09,77,11.5,0,0,757,1.94,4.5
2021-09-04,246,1357,2867,28,2,10.5,18,13.35,84,10.44,70,0.2,296,1.39,2.3
2021-09-05,247,1367,3454,13,3,7.2,20.1,14.18,76,9.54,19,0,740,1.55,3
2021-09-06,248,400,2072,170,0,7,22.7,15.31,74,10.39,41,0,606,1.45,3.6
2021-09-07,249,521,2316,146,0,12.7,22.3,16.92,67,10.31,82,0,595,1.27,2.1
2021-09-08,250,663,2704,169,4,12.4,24.4,17.86,68,11.51,8,0,697,2.5,4.5
2021-09-09,251,680,2649,136,2,10.5,27.4,20.25,63,12.25,1,0,727,2.3,4.2
2021-09-10,252,387,2229,111,1,17,25.5,21.04,73,15.8,86,0.2,236,1.55,3.7
2021-09-11,253,604,2492,34,1,15,23.2,19.32,74,14.48,83,0.2,273,2.11,4.6
2021-09-12,254,420,2545,16,0,13.5,21.1,17.23,77,12.97,95,1.2,194,1.94,4.1
2021-09-13,255,281,1957,171,0,10.9,19.3,14.97,77,10.69,93,0,369,1.6,3.7
2021-09-14,256,637,2463,157,3,11.2,23.6,17.05,75,12.31,47,0,577,2.35,5
2021-09-15,257,98,2041,171,0,15.9,23.4,19.1,81,15.58,99,4.6,25,1.55,4
2021-09-16,258,169,2115,151,0,13.7,17.4,16.04,76,11.61,92,1,143,3.29,5.6
2021-09-17,259,328,2324,159,6,13.6,17.5,15,75,10.5,88,0.1,99,3.62,5.6
2021-09-18,260,630,2732,51,1,11.1,16.3,13.34,83,10.5,96,0.6,24,2.53,4.3
2021-09-19,261,365,2977,11,1,10.5,13,11.8,78,7.98,99,0,0,1.8,3.4
2021-09-20,262,129,1997,113,0,9.8,13.4,11.15,75,6.66,99,0,13,1.02,2
2021-09-21,263,156,2247,150,4,9.3,14.9,12.22,70,6.56,95,0,160,2.6,4.8
2021-09-22,264,279,2281,162,1,9.5,18.1,14.08,75,9.61,61,0.2,466,3.69,6.7
2021-09-23,265,252,2090,153,1,7.9,20.8,14.72,67,8.09,68,0.1,516,4,8.9
2021-09-24,266,246,2244,127,0,12.5,18.2,15.38,71,10.22,90,0.7,53,4.3,5.7
2021-09-25,267,614,2728,28,1,14.8,19.7,17.42,73,12.61,77,0,0,2,5
2021-09-26,268,1252,3297,15,2,13.3,25.3,18.86,72,13.36,56,0.4,425,1.89,2.8
2021-09-27,269,122,1661,139,1,15.7,21.9,18.51,78,14.3,92,5.3,273,1.75,5.3
2021-09-28,270,107,1983,155,0,10.3,17.1,14.21,74,9.32,92,3.1,408,2.42,7.7
2021-09-29,271,69,1749,150,2,9.4,17.9,12.58,73,7.75,74,1.2,208,3.33,7
2021-09-30,272,154,1875,196,4,9.5,15,11.37,63,4.45,54,0,533,4.39,6.4
2021-10-01,273,287,2298,163,2,9.2,18,13.72,55,4.58,91,0,487,3.05,5.9
